Chr	Position	Chr_Pos	ModStatus	CMC	Mod
28S	1871	28S_1871	Unm	Unm	No
28S	1872	28S_1872	Unm	Unm	No
28S	1873	28S_1873	Unm	Unm	No
28S	1874	28S_1874	Unm	Unm	No
28S	1875	28S_1875	Unm	Unm	No
28S	1876	28S_1876	Unm	Unm	No
28S	1877	28S_1877	Unm	Unm	No
28S	1878	28S_1878	Unm	Unm	No
28S	1879	28S_1879	Unm	Unm	No
28S	1880	28S_1880	Unm	Unm	No
28S	1881	28S_1881	Unm	Unm	No
28S	1882	28S_1882	Unm	Unm	No
28S	1883	28S_1883	Unm	Unm	No
28S	1884	28S_1884	Unm	Unm	No
28S	1885	28S_1885	Unm	Unm	No
28S	1886	28S_1886	Unm	Unm	No
28S	1887	28S_1887	Unm	Unm	No
28S	1888	28S_1888	Unm	Unm	No
28S	1889	28S_1889	Unm	Unm	No
28S	1890	28S_1890	Unm	Unm	No
28S	1891	28S_1891	Unm	Unm	No
28S	1892	28S_1892	Unm	Unm	No
28S	1893	28S_1893	Unm	Unm	No
28S	1894	28S_1894	Unm	Unm	No
28S	1895	28S_1895	Unm	Unm	No
28S	1896	28S_1896	Unm	Unm	No
28S	1897	28S_1897	Unm	Unm	No
28S	1898	28S_1898	Unm	Unm	No
28S	1899	28S_1899	Unm	Unm	No
28S	1900	28S_1900	Unm	Unm	No
28S	1901	28S_1901	Unm	Unm	No
28S	1902	28S_1902	Unm	Unm	No
28S	1903	28S_1903	Unm	Unm	No
28S	1904	28S_1904	Unm	Unm	No
28S	1905	28S_1905	Unm	Unm	No
28S	1906	28S_1906	Unm	Unm	No
28S	1907	28S_1907	Unm	Unm	No
28S	1908	28S_1908	Unm	Unm	No
28S	1909	28S_1909	Unm	Unm	No
28S	1910	28S_1910	Unm	Unm	No
28S	1911	28S_1911	Unm	Unm	No
28S	1912	28S_1912	Unm	Unm	No
28S	1913	28S_1913	Unm	Unm	No
28S	1914	28S_1914	Unm	Unm	No
28S	1915	28S_1915	Unm	Unm	No
28S	1916	28S_1916	Unm	Unm	No
28S	1917	28S_1917	Unm	Unm	No
28S	1918	28S_1918	Unm	Unm	No
28S	1919	28S_1919	Unm	Unm	No
28S	1920	28S_1920	Unm	Unm	No
28S	1921	28S_1921	Unm	Unm	No
28S	1922	28S_1922	Unm	Unm	No
28S	1923	28S_1923	Unm	Unm	No
28S	1924	28S_1924	Unm	Unm	No
28S	1925	28S_1925	Unm	Unm	No
28S	1926	28S_1926	Unm	Unm	No
28S	1927	28S_1927	Unm	Unm	No
28S	1928	28S_1928	Unm	Unm	No
28S	1929	28S_1929	Unm	Unm	No
28S	1930	28S_1930	Unm	Unm	No
28S	1931	28S_1931	Unm	Unm	No
28S	1932	28S_1932	Unm	Unm	No
28S	1933	28S_1933	Unm	Unm	No
28S	1934	28S_1934	Unm	Unm	No
28S	1935	28S_1935	Unm	Unm	No
28S	1936	28S_1936	Unm	Unm	No
28S	1937	28S_1937	Unm	Unm	No
28S	1938	28S_1938	Unm	Unm	No
28S	1939	28S_1939	Unm	Unm	No
28S	1940	28S_1940	Unm	Unm	No
28S	1941	28S_1941	Unm	Unm	No
28S	1942	28S_1942	Unm	Unm	No
28S	1943	28S_1943	Unm	Unm	No
28S	1944	28S_1944	Unm	Unm	No
28S	1945	28S_1945	Unm	Unm	No
28S	1946	28S_1946	Unm	Unm	No
28S	1947	28S_1947	Unm	Unm	No
28S	1948	28S_1948	Unm	Unm	No
28S	1949	28S_1949	Unm	Unm	No
28S	1950	28S_1950	Unm	Unm	No
28S	1951	28S_1951	Unm	Unm	No
28S	1952	28S_1952	Unm	Unm	No
28S	1953	28S_1953	Unm	Unm	No
28S	1954	28S_1954	Unm	Unm	No
28S	1955	28S_1955	Unm	Unm	No
28S	1956	28S_1956	Unm	Unm	No
28S	1957	28S_1957	Unm	Unm	No
28S	1958	28S_1958	Unm	Unm	No
28S	1959	28S_1959	Unm	Unm	No
28S	1960	28S_1960	Unm	Unm	No
28S	1961	28S_1961	Unm	Unm	No
28S	1962	28S_1962	Unm	Unm	No
28S	1963	28S_1963	Unm	Unm	No
28S	1964	28S_1964	Unm	Unm	No
28S	1965	28S_1965	Unm	Unm	No
28S	1966	28S_1966	Unm	Unm	No
28S	1967	28S_1967	Unm	Unm	No
28S	1968	28S_1968	Unm	Unm	No
28S	1969	28S_1969	Unm	Unm	No
28S	1970	28S_1970	Unm	Unm	No
28S	1971	28S_1971	Unm	Unm	No
28S	1972	28S_1972	Unm	Unm	No
28S	1973	28S_1973	Unm	Unm	No
28S	1974	28S_1974	Unm	Unm	No
28S	1975	28S_1975	Unm	Unm	No
28S	1976	28S_1976	Unm	Unm	No
28S	1977	28S_1977	Unm	Unm	No
28S	1978	28S_1978	Unm	Unm	No
28S	1979	28S_1979	Unm	Unm	No
28S	1980	28S_1980	Unm	Unm	No
28S	1981	28S_1981	Unm	Unm	No
28S	1982	28S_1982	Unm	Unm	No
28S	1983	28S_1983	Unm	Unm	No
28S	1984	28S_1984	Unm	Unm	No
28S	1985	28S_1985	Unm	Unm	No
28S	1986	28S_1986	Unm	Unm	No
28S	1987	28S_1987	Unm	Unm	No
28S	1988	28S_1988	Unm	Unm	No
28S	1989	28S_1989	Unm	Unm	No
28S	1990	28S_1990	Unm	Unm	No
28S	1991	28S_1991	Unm	Unm	No
28S	1992	28S_1992	Unm	Unm	No
28S	1993	28S_1993	Unm	Unm	No
28S	1994	28S_1994	Unm	Unm	No
28S	1995	28S_1995	Unm	Unm	No
28S	1996	28S_1996	Unm	Unm	No
28S	1997	28S_1997	Unm	Unm	No
28S	1998	28S_1998	Unm	Unm	No
28S	1999	28S_1999	Unm	Unm	No
28S	2000	28S_2000	Unm	Unm	No
28S	2001	28S_2001	Unm	Unm	No
28S	2002	28S_2002	Unm	Unm	No
28S	2003	28S_2003	Unm	Unm	No
28S	2004	28S_2004	Unm	Unm	No
28S	2005	28S_2005	Unm	Unm	No
28S	2006	28S_2006	Unm	Unm	No
28S	2007	28S_2007	Unm	Unm	No
28S	2008	28S_2008	Unm	Unm	No
28S	2009	28S_2009	Unm	Unm	No
28S	2010	28S_2010	Unm	Unm	No
28S	2011	28S_2011	Unm	Unm	No
28S	2012	28S_2012	Unm	Unm	No
28S	2013	28S_2013	Unm	Unm	No
28S	2014	28S_2014	Unm	Unm	No
28S	2015	28S_2015	Unm	Unm	No
28S	2016	28S_2016	Unm	Unm	No
28S	2017	28S_2017	Unm	Unm	No
28S	2018	28S_2018	Unm	Unm	No
28S	2019	28S_2019	Unm	Unm	No
28S	2020	28S_2020	Unm	Unm	No
28S	2021	28S_2021	Unm	Unm	No
28S	2022	28S_2022	Unm	Unm	No
28S	2023	28S_2023	Unm	Unm	No
28S	2024	28S_2024	Unm	Unm	No
28S	2025	28S_2025	Unm	Unm	No
28S	2026	28S_2026	Unm	Unm	No
28S	2027	28S_2027	Unm	Unm	No
28S	2028	28S_2028	Unm	Unm	No
28S	2029	28S_2029	Unm	Unm	No
28S	2030	28S_2030	Unm	Unm	No
28S	2031	28S_2031	Unm	Unm	No
28S	2032	28S_2032	Unm	Unm	No
28S	2033	28S_2033	Unm	Unm	No
28S	2034	28S_2034	Unm	Unm	No
28S	2035	28S_2035	Unm	Unm	No
28S	2036	28S_2036	Unm	Unm	No
28S	2037	28S_2037	Unm	Unm	No
28S	2038	28S_2038	Unm	Unm	No
28S	2039	28S_2039	Unm	Unm	No
28S	2040	28S_2040	Unm	Unm	No
28S	2041	28S_2041	Unm	Unm	No
28S	2042	28S_2042	Unm	Unm	No
28S	2043	28S_2043	Unm	Unm	No
28S	2044	28S_2044	Unm	Unm	No
28S	2045	28S_2045	Unm	Unm	No
28S	2046	28S_2046	Unm	Unm	No
28S	2047	28S_2047	Unm	Unm	No
28S	2048	28S_2048	Unm	Unm	No
28S	2049	28S_2049	Unm	Unm	No
28S	2050	28S_2050	Unm	Unm	No
28S	2051	28S_2051	Unm	Unm	No
28S	2052	28S_2052	Unm	Unm	No
28S	2053	28S_2053	Unm	Unm	No
28S	2054	28S_2054	Unm	Unm	No
28S	2055	28S_2055	Unm	Unm	No
28S	2056	28S_2056	Unm	Unm	No
28S	2057	28S_2057	Unm	Unm	No
28S	2058	28S_2058	Unm	Unm	No
28S	2059	28S_2059	Unm	Unm	No
28S	2060	28S_2060	Unm	Unm	No
28S	2061	28S_2061	Unm	Unm	No
28S	2062	28S_2062	Unm	Unm	No
28S	2063	28S_2063	Unm	Unm	No
28S	2064	28S_2064	Unm	Unm	No
28S	2065	28S_2065	Unm	Unm	No
28S	2066	28S_2066	Unm	Unm	No
28S	2067	28S_2067	Unm	Unm	No
28S	2068	28S_2068	Unm	Unm	No
28S	2069	28S_2069	Unm	Unm	No
28S	2070	28S_2070	Unm	Unm	No
28S	2071	28S_2071	Unm	Unm	No
28S	2072	28S_2072	Unm	Unm	No
28S	2073	28S_2073	Unm	Unm	No
28S	2074	28S_2074	Unm	Unm	No
28S	2075	28S_2075	Unm	Unm	No
28S	2076	28S_2076	Unm	Unm	No
28S	2077	28S_2077	Unm	Unm	No
28S	2078	28S_2078	Unm	Unm	No
28S	2079	28S_2079	Unm	Unm	No
28S	2080	28S_2080	Unm	Unm	No
28S	2081	28S_2081	Unm	Unm	No
28S	2082	28S_2082	Unm	Unm	No
28S	2083	28S_2083	Unm	Unm	No
28S	2084	28S_2084	Unm	Unm	No
28S	2085	28S_2085	Unm	Unm	No
28S	2086	28S_2086	Unm	Unm	No
28S	2087	28S_2087	Unm	Unm	No
28S	2088	28S_2088	Unm	Unm	No
28S	2089	28S_2089	Unm	Unm	No
28S	2090	28S_2090	Unm	Unm	No
28S	2091	28S_2091	Unm	Unm	No
28S	2092	28S_2092	Unm	Unm	No
28S	2093	28S_2093	Unm	Unm	No
28S	2094	28S_2094	Unm	Unm	No
28S	2095	28S_2095	Unm	Unm	No
28S	2096	28S_2096	Unm	Unm	No
28S	2097	28S_2097	Unm	Unm	No
28S	2098	28S_2098	Unm	Unm	No
28S	2099	28S_2099	Unm	Unm	No
28S	2100	28S_2100	Unm	Unm	No
28S	2101	28S_2101	Unm	Unm	No
28S	2102	28S_2102	Unm	Unm	No
28S	2103	28S_2103	Unm	Unm	No
28S	2104	28S_2104	Unm	Unm	No
28S	2105	28S_2105	Unm	Unm	No
28S	2106	28S_2106	Unm	Unm	No
28S	2107	28S_2107	Unm	Unm	No
28S	2108	28S_2108	Unm	Unm	No
28S	2109	28S_2109	Unm	Unm	No
28S	2110	28S_2110	Unm	Unm	No
28S	2111	28S_2111	Unm	Unm	No
28S	2112	28S_2112	Unm	Unm	No
28S	2113	28S_2113	Unm	Unm	No
28S	2114	28S_2114	Unm	Unm	No
28S	2115	28S_2115	Unm	Unm	No
28S	2116	28S_2116	Unm	Unm	No
28S	2117	28S_2117	Unm	Unm	No
28S	2118	28S_2118	Unm	Unm	No
28S	2119	28S_2119	Unm	Unm	No
28S	2120	28S_2120	Unm	Unm	No
28S	2121	28S_2121	Unm	Unm	No
28S	2122	28S_2122	Unm	Unm	No
28S	2123	28S_2123	Unm	Unm	No
28S	2124	28S_2124	Unm	Unm	No
28S	2125	28S_2125	Unm	Unm	No
28S	2126	28S_2126	Unm	Unm	No
28S	2127	28S_2127	Unm	Unm	No
28S	2128	28S_2128	Unm	Unm	No
28S	2129	28S_2129	Unm	Unm	No
28S	2130	28S_2130	Unm	Unm	No
28S	2131	28S_2131	Unm	Unm	No
28S	2132	28S_2132	Unm	Unm	No
28S	2133	28S_2133	Unm	Unm	No
28S	2134	28S_2134	Unm	Unm	No
28S	2135	28S_2135	Unm	Unm	No
28S	2136	28S_2136	Unm	Unm	No
28S	2137	28S_2137	Unm	Unm	No
28S	2138	28S_2138	Unm	Unm	No
28S	2139	28S_2139	Unm	Unm	No
28S	2140	28S_2140	Unm	Unm	No
28S	2141	28S_2141	Unm	Unm	No
28S	2142	28S_2142	Unm	Unm	No
28S	2143	28S_2143	Unm	Unm	No
28S	2144	28S_2144	Unm	Unm	No
28S	2145	28S_2145	Unm	Unm	No
28S	2146	28S_2146	Unm	Unm	No
28S	2147	28S_2147	Unm	Unm	No
28S	2148	28S_2148	Unm	Unm	No
28S	2149	28S_2149	Unm	Unm	No
28S	2150	28S_2150	Unm	Unm	No
28S	2151	28S_2151	Unm	Unm	No
28S	2152	28S_2152	Unm	Unm	No
28S	2153	28S_2153	Unm	Unm	No
28S	2154	28S_2154	Unm	Unm	No
28S	2155	28S_2155	Unm	Unm	No
28S	2156	28S_2156	Unm	Unm	No
28S	2157	28S_2157	Unm	Unm	No
28S	2158	28S_2158	Unm	Unm	No
28S	2159	28S_2159	Unm	Unm	No
28S	2160	28S_2160	Unm	Unm	No
28S	2161	28S_2161	Unm	Unm	No
28S	2162	28S_2162	Unm	Unm	No
28S	2163	28S_2163	Unm	Unm	No
28S	2164	28S_2164	Unm	Unm	No
28S	2165	28S_2165	Unm	Unm	No
28S	2166	28S_2166	Unm	Unm	No
28S	2167	28S_2167	Unm	Unm	No
28S	2168	28S_2168	Unm	Unm	No
28S	2169	28S_2169	Unm	Unm	No
28S	2170	28S_2170	Unm	Unm	No
28S	2171	28S_2171	Unm	Unm	No
28S	2172	28S_2172	Unm	Unm	No
28S	2173	28S_2173	Unm	Unm	No
28S	2174	28S_2174	Unm	Unm	No
28S	2175	28S_2175	Unm	Unm	No
28S	2176	28S_2176	Unm	Unm	No
28S	2177	28S_2177	Unm	Unm	No
28S	2178	28S_2178	Unm	Unm	No
28S	2179	28S_2179	Unm	Unm	No
28S	2180	28S_2180	Unm	Unm	No
28S	2181	28S_2181	Unm	Unm	No
28S	2182	28S_2182	Unm	Unm	No
28S	2183	28S_2183	Unm	Unm	No
28S	2184	28S_2184	Unm	Unm	No
28S	2185	28S_2185	Unm	Unm	No
28S	2186	28S_2186	Unm	Unm	No
28S	2187	28S_2187	Unm	Unm	No
28S	2188	28S_2188	Unm	Unm	No
28S	2189	28S_2189	Unm	Unm	No
28S	2190	28S_2190	Unm	Unm	No
28S	2191	28S_2191	Unm	Unm	No
28S	2192	28S_2192	Unm	Unm	No
28S	2193	28S_2193	Unm	Unm	No
28S	2194	28S_2194	Unm	Unm	No
28S	2195	28S_2195	Unm	Unm	No
28S	2196	28S_2196	Unm	Unm	No
28S	2197	28S_2197	Unm	Unm	No
28S	2198	28S_2198	Unm	Unm	No
28S	2199	28S_2199	Unm	Unm	No
28S	2200	28S_2200	Unm	Unm	No
28S	2201	28S_2201	Unm	Unm	No
28S	2202	28S_2202	Unm	Unm	No
28S	2203	28S_2203	Unm	Unm	No
28S	2204	28S_2204	Unm	Unm	No
28S	2205	28S_2205	Unm	Unm	No
28S	2206	28S_2206	Unm	Unm	No
28S	2207	28S_2207	Unm	Unm	No
28S	2208	28S_2208	Unm	Unm	No
28S	2209	28S_2209	Unm	Unm	No
28S	2210	28S_2210	Unm	Unm	No
28S	2211	28S_2211	Unm	Unm	No
28S	2212	28S_2212	Unm	Unm	No
28S	2213	28S_2213	Unm	Unm	No
28S	2214	28S_2214	Unm	Unm	No
28S	2215	28S_2215	Unm	Unm	No
28S	2216	28S_2216	Unm	Unm	No
28S	2217	28S_2217	Unm	Unm	No
28S	2218	28S_2218	Unm	Unm	No
28S	2219	28S_2219	Unm	Unm	No
28S	2220	28S_2220	Unm	Unm	No
28S	2221	28S_2221	Unm	Unm	No
28S	2222	28S_2222	Unm	Unm	No
28S	2223	28S_2223	Unm	Unm	No
28S	2224	28S_2224	Unm	Unm	No
28S	2225	28S_2225	Unm	Unm	No
28S	2226	28S_2226	Unm	Unm	No
28S	2227	28S_2227	Unm	Unm	No
28S	2228	28S_2228	Unm	Unm	No
28S	2229	28S_2229	Unm	Unm	No
28S	2230	28S_2230	Unm	Unm	No
28S	2231	28S_2231	Unm	Unm	No
28S	2232	28S_2232	Unm	Unm	No
28S	2233	28S_2233	Unm	Unm	No
28S	2234	28S_2234	Unm	Unm	No
28S	2235	28S_2235	Unm	Unm	No
28S	2236	28S_2236	Unm	Unm	No
28S	2237	28S_2237	Unm	Unm	No
28S	2238	28S_2238	Unm	Unm	No
28S	2239	28S_2239	Unm	Unm	No
28S	2240	28S_2240	Unm	Unm	No
28S	2241	28S_2241	Unm	Unm	No
28S	2242	28S_2242	Unm	Unm	No
28S	2243	28S_2243	Unm	Unm	No
28S	2244	28S_2244	Unm	Unm	No
28S	2245	28S_2245	Unm	Unm	No
28S	2246	28S_2246	Unm	Unm	No
28S	2247	28S_2247	Unm	Unm	No
28S	2248	28S_2248	Unm	Unm	No
28S	2249	28S_2249	Unm	Unm	No
28S	2250	28S_2250	Unm	Unm	No
28S	2251	28S_2251	Unm	Unm	No
28S	2252	28S_2252	Unm	Unm	No
28S	2253	28S_2253	Unm	Unm	No
28S	2254	28S_2254	Unm	Unm	No
28S	2255	28S_2255	Unm	Unm	No
28S	2256	28S_2256	Unm	Unm	No
28S	2257	28S_2257	Unm	Unm	No
28S	2258	28S_2258	Unm	Unm	No
28S	2259	28S_2259	Unm	Unm	Yes
28S	2260	28S_2260	Unm	Unm	Yes
28S	2266	28S_2266	Unm	Unm	Yes
28S	2267	28S_2267	Unm	Unm	Yes
28S	2268	28S_2268	Unm	Unm	No
28S	2269	28S_2269	Unm	Unm	No
28S	2270	28S_2270	Unm	Unm	No
28S	2271	28S_2271	Unm	Unm	No
28S	2272	28S_2272	Unm	Unm	No
28S	2273	28S_2273	Unm	Unm	No
28S	2274	28S_2274	Unm	Unm	No
28S	2275	28S_2275	Unm	Unm	No
28S	2276	28S_2276	Unm	Unm	No
28S	2277	28S_2277	Unm	Unm	No
28S	2278	28S_2278	Unm	Unm	No
28S	2279	28S_2279	Unm	Unm	No
28S	2280	28S_2280	Unm	Unm	No
28S	2281	28S_2281	Unm	Unm	No
28S	2282	28S_2282	Unm	Unm	No
28S	2283	28S_2283	Unm	Unm	No
28S	2284	28S_2284	Unm	Unm	No
28S	2285	28S_2285	Unm	Unm	No
28S	2286	28S_2286	Unm	Unm	No
28S	2287	28S_2287	Unm	Unm	No
28S	2288	28S_2288	Unm	Unm	No
28S	2289	28S_2289	Unm	Unm	No
28S	2290	28S_2290	Unm	Unm	No
28S	2291	28S_2291	Unm	Unm	No
28S	2292	28S_2292	Unm	Unm	No
28S	2293	28S_2293	Unm	Unm	No
28S	2294	28S_2294	Unm	Unm	No
28S	2295	28S_2295	Unm	Unm	No
28S	2296	28S_2296	Unm	Unm	No
28S	2297	28S_2297	Unm	Unm	No
28S	2298	28S_2298	Unm	Unm	No
28S	2299	28S_2299	Unm	Unm	No
28S	2300	28S_2300	Unm	Unm	No
28S	2301	28S_2301	Unm	Unm	No
28S	2302	28S_2302	Unm	Unm	No
28S	2303	28S_2303	Unm	Unm	No
28S	2304	28S_2304	Unm	Unm	No
28S	2305	28S_2305	Unm	Unm	No
28S	2306	28S_2306	Unm	Unm	No
28S	2307	28S_2307	Unm	Unm	No
28S	2308	28S_2308	Unm	Unm	No
28S	2309	28S_2309	Unm	Unm	No
28S	2310	28S_2310	Unm	Unm	No
28S	2311	28S_2311	Unm	Unm	No
28S	2312	28S_2312	Unm	Unm	No
28S	2313	28S_2313	Unm	Unm	No
28S	2314	28S_2314	Unm	Unm	No
28S	2315	28S_2315	Unm	Unm	No
28S	2316	28S_2316	Unm	Unm	No
28S	2317	28S_2317	Unm	Unm	No
28S	2318	28S_2318	Unm	Unm	No
28S	2319	28S_2319	Unm	Unm	No
28S	2320	28S_2320	Unm	Unm	No
28S	2321	28S_2321	Unm	Unm	No
28S	2322	28S_2322	Unm	Unm	No
28S	2323	28S_2323	Unm	Unm	No
28S	2324	28S_2324	Unm	Unm	No
28S	2325	28S_2325	Unm	Unm	No
28S	2326	28S_2326	Unm	Unm	No
28S	2327	28S_2327	Unm	Unm	No
28S	2328	28S_2328	Unm	Unm	No
28S	2329	28S_2329	Unm	Unm	No
28S	2330	28S_2330	Unm	Unm	No
28S	2331	28S_2331	Unm	Unm	No
28S	2332	28S_2332	Unm	Unm	No
28S	2333	28S_2333	Unm	Unm	No
28S	2334	28S_2334	Unm	Unm	No
28S	2335	28S_2335	Unm	Unm	No
28S	2336	28S_2336	Unm	Unm	No
28S	2337	28S_2337	Unm	Unm	No
28S	2338	28S_2338	Unm	Unm	No
28S	2339	28S_2339	Unm	Unm	No
28S	2340	28S_2340	Unm	Unm	No
28S	2341	28S_2341	Unm	Unm	No
28S	2342	28S_2342	Unm	Unm	No
28S	2343	28S_2343	Unm	Unm	No
28S	2344	28S_2344	Unm	Unm	No
28S	2345	28S_2345	Unm	Unm	No
28S	2346	28S_2346	Unm	Unm	No
28S	2347	28S_2347	Unm	Unm	No
28S	2348	28S_2348	Unm	Unm	No
28S	2349	28S_2349	Unm	Unm	No
28S	2350	28S_2350	Unm	Unm	No
28S	2351	28S_2351	Unm	Unm	No
28S	2352	28S_2352	Unm	Unm	No
28S	2353	28S_2353	Unm	Unm	No
28S	2354	28S_2354	Unm	Unm	No
28S	2355	28S_2355	Unm	Unm	No
28S	2356	28S_2356	Unm	Unm	No
28S	2357	28S_2357	Unm	Unm	No
28S	2358	28S_2358	Unm	Unm	No
28S	2359	28S_2359	Unm	Unm	No
28S	2360	28S_2360	Unm	Unm	No
28S	2361	28S_2361	Unm	Unm	No
28S	2362	28S_2362	Unm	Unm	No
28S	2363	28S_2363	Unm	Unm	No
28S	2364	28S_2364	Unm	Unm	No
28S	2365	28S_2365	Unm	Unm	No
28S	2366	28S_2366	Unm	Unm	No
28S	2367	28S_2367	Unm	Unm	No
28S	2368	28S_2368	Unm	Unm	No
28S	2369	28S_2369	Unm	Unm	No
28S	2370	28S_2370	Unm	Unm	No
28S	2371	28S_2371	Unm	Unm	No
28S	2372	28S_2372	Unm	Unm	No
28S	2373	28S_2373	Unm	Unm	No
28S	2374	28S_2374	Unm	Unm	No
28S	2375	28S_2375	Unm	Unm	No
28S	2376	28S_2376	Unm	Unm	No
28S	2377	28S_2377	Unm	Unm	No
28S	2378	28S_2378	Unm	Unm	No
28S	2379	28S_2379	Unm	Unm	No
28S	2380	28S_2380	Unm	Unm	No
28S	2381	28S_2381	Unm	Unm	Yes
28S	2382	28S_2382	Unm	Unm	Yes
28S	2388	28S_2388	Unm	Unm	Yes
28S	2389	28S_2389	Unm	Unm	Yes
28S	2390	28S_2390	Unm	Unm	No
28S	2391	28S_2391	Unm	Unm	No
28S	2392	28S_2392	Unm	Unm	No
28S	2393	28S_2393	Unm	Unm	No
28S	2394	28S_2394	Unm	Unm	No
28S	2395	28S_2395	Unm	Unm	No
28S	2396	28S_2396	Unm	Unm	No
28S	2397	28S_2397	Unm	Unm	No
28S	2398	28S_2398	Unm	Unm	No
28S	2399	28S_2399	Unm	Unm	No
28S	2400	28S_2400	Unm	Unm	No
28S	2401	28S_2401	Unm	Unm	No
28S	2402	28S_2402	Unm	Unm	No
28S	2403	28S_2403	Unm	Unm	No
28S	2404	28S_2404	Unm	Unm	No
28S	2405	28S_2405	Unm	Unm	No
28S	2406	28S_2406	Unm	Unm	No
28S	2407	28S_2407	Unm	Unm	No
28S	2408	28S_2408	Unm	Unm	No
28S	2409	28S_2409	Unm	Unm	No
28S	2410	28S_2410	Unm	Unm	No
28S	2411	28S_2411	Unm	Unm	No
28S	2412	28S_2412	Unm	Unm	No
28S	2413	28S_2413	Unm	Unm	No
28S	2414	28S_2414	Unm	Unm	No
28S	2415	28S_2415	Unm	Unm	No
28S	2416	28S_2416	Unm	Unm	No
28S	2417	28S_2417	Unm	Unm	No
28S	2418	28S_2418	Unm	Unm	No
28S	2419	28S_2419	Unm	Unm	No
28S	2420	28S_2420	Unm	Unm	No
28S	2421	28S_2421	Unm	Unm	No
28S	2422	28S_2422	Unm	Unm	No
28S	2423	28S_2423	Unm	Unm	No
28S	2424	28S_2424	Unm	Unm	No
28S	2425	28S_2425	Unm	Unm	No
28S	2426	28S_2426	Unm	Unm	No
28S	2427	28S_2427	Unm	Unm	No
28S	2428	28S_2428	Unm	Unm	No
28S	2429	28S_2429	Unm	Unm	No
28S	2430	28S_2430	Unm	Unm	No
28S	2431	28S_2431	Unm	Unm	No
28S	2432	28S_2432	Unm	Unm	No
28S	2433	28S_2433	Unm	Unm	No
28S	2434	28S_2434	Unm	Unm	No
28S	2435	28S_2435	Unm	Unm	No
28S	2436	28S_2436	Unm	Unm	No
28S	2437	28S_2437	Unm	Unm	No
28S	2438	28S_2438	Unm	Unm	No
28S	2439	28S_2439	Unm	Unm	No
28S	2440	28S_2440	Unm	Unm	No
28S	2441	28S_2441	Unm	Unm	No
28S	2442	28S_2442	Unm	Unm	No
28S	2443	28S_2443	Unm	Unm	No
28S	2444	28S_2444	Unm	Unm	No
28S	2445	28S_2445	Unm	Unm	No
28S	2446	28S_2446	Unm	Unm	No
28S	2447	28S_2447	Unm	Unm	No
28S	2448	28S_2448	Unm	Unm	No
28S	2449	28S_2449	Unm	Unm	No
28S	2450	28S_2450	Unm	Unm	No
28S	2451	28S_2451	Unm	Unm	No
28S	2452	28S_2452	Unm	Unm	No
28S	2453	28S_2453	Unm	Unm	No
28S	2454	28S_2454	Unm	Unm	No
28S	2455	28S_2455	Unm	Unm	No
28S	2456	28S_2456	Unm	Unm	No
28S	2457	28S_2457	Unm	Unm	No
28S	2458	28S_2458	Unm	Unm	No
28S	2459	28S_2459	Unm	Unm	No
28S	2460	28S_2460	Unm	Unm	No
28S	2461	28S_2461	Unm	Unm	No
28S	2462	28S_2462	Unm	Unm	No
28S	2463	28S_2463	Unm	Unm	No
28S	2464	28S_2464	Unm	Unm	No
28S	2465	28S_2465	Unm	Unm	No
28S	2466	28S_2466	Unm	Unm	No
28S	2467	28S_2467	Unm	Unm	No
28S	2468	28S_2468	Unm	Unm	No
28S	2469	28S_2469	Unm	Unm	No
28S	2470	28S_2470	Unm	Unm	No
28S	2471	28S_2471	Unm	Unm	No
28S	2472	28S_2472	Unm	Unm	No
28S	2473	28S_2473	Unm	Unm	No
28S	2474	28S_2474	Unm	Unm	No
28S	2475	28S_2475	Unm	Unm	No
28S	2476	28S_2476	Unm	Unm	No
28S	2477	28S_2477	Unm	Unm	No
28S	2478	28S_2478	Unm	Unm	No
28S	2479	28S_2479	Unm	Unm	No
28S	2480	28S_2480	Unm	Unm	No
28S	2481	28S_2481	Unm	Unm	No
28S	2482	28S_2482	Unm	Unm	No
28S	2483	28S_2483	Unm	Unm	No
28S	2484	28S_2484	Unm	Unm	No
28S	2485	28S_2485	Unm	Unm	No
28S	2486	28S_2486	Unm	Unm	No
28S	2487	28S_2487	Unm	Unm	No
28S	2488	28S_2488	Unm	Unm	No
28S	2489	28S_2489	Unm	Unm	No
28S	2490	28S_2490	Unm	Unm	No
28S	2491	28S_2491	Unm	Unm	No
28S	2492	28S_2492	Unm	Unm	No
28S	2493	28S_2493	Unm	Unm	No
28S	2494	28S_2494	Unm	Unm	No
28S	2495	28S_2495	Unm	Unm	No
28S	2496	28S_2496	Unm	Unm	No
28S	2497	28S_2497	Unm	Unm	No
28S	2498	28S_2498	Unm	Unm	No
28S	2499	28S_2499	Unm	Unm	No
28S	2500	28S_2500	Unm	Unm	No
28S	2501	28S_2501	Unm	Unm	No
28S	2502	28S_2502	Unm	Unm	No
28S	2503	28S_2503	Unm	Unm	No
28S	2504	28S_2504	Unm	Unm	No
28S	2505	28S_2505	Unm	Unm	No
28S	2506	28S_2506	Unm	Unm	No
28S	2507	28S_2507	Unm	Unm	No
28S	2508	28S_2508	Unm	Unm	No
28S	2509	28S_2509	Unm	Unm	No
28S	2510	28S_2510	Unm	Unm	No
28S	2511	28S_2511	Unm	Unm	No
28S	2512	28S_2512	Unm	Unm	No
28S	2513	28S_2513	Unm	Unm	No
28S	2514	28S_2514	Unm	Unm	No
